combination,outcome,model,fold_group,n_train_rows,n_test_rows,test_categories,model_failed,model_reason,roc_auc_ovr_macro,balanced_accuracy,macro_f1,log_loss
M3,q2,random_forest,P-F3CCAA8842,2120,60,"2,3,4",False,,0.5848239979668679,0.4439378588314759,0.29869753598567156,1.0604886342206494
M3,q2,random_forest,P-FE9CDC44BE,2140,40,"2,3",False,,0.7747747747747749,0.4774774774774775,0.3466042154566744,0.8954987127976413
M4,q1,logistic,P-001F33A876,2120,60,"1,2,3",False,,0.7430415014917428,0.3255813953488372,0.2745098039215686,0.7133446508809379
M4,q1,logistic,P-07BDD08C0C,2120,60,"1,2,3",False,,0.5926122334455668,0.3333333333333333,0.28205128205128205,0.845101437920585
M4,q1,logistic,P-100AE58C58,2160,20,"1,2,3",False,,0.6320098039215686,0.3333333333333333,0.25,1.1192319853586088
M4,q1,logistic,P-11AD0DCE87,2140,40,1,False,,,1.0,1.0,0.2692692971014952
M4,q1,logistic,P-12AD0E59EB,2160,20,"1,2",False,,0.3157894736842105,0.42105263157894735,0.4444444444444444,0.6752243955629794
M4,q1,logistic,P-18A2FC7D4E,2120,60,"1,2,3",False,,0.8129784576152481,0.3448275862068966,0.24694132334581773,0.8865851058687496
M4,q1,logistic,P-1A38BC21DA,2120,60,"1,2,3",False,,0.536031671746626,0.3333333333333333,0.26666666666666666,0.9314249760148986
M4,q1,logistic,P-1A815101A0,2140,40,"1,2,3",False,,0.9508597268173881,0.3333333333333333,0.29107981220657275,0.5268930396859396
M4,q1,logistic,P-1CA9C1E745,2140,40,1,False,,,1.0,1.0,0.24496052542507546
M4,q1,logistic,P-244F9886F5,2160,20,"1,2,3",False,,0.4098689981042922,0.3333333333333333,0.15384615384615385,2.2103638864246737
M4,q1,logistic,P-247758AEAC,2140,40,"1,2",False,,0.7476489028213167,0.4827586206896552,0.4117647058823529,0.6560086596238476
M4,q1,logistic,P-326C04EAEB,2160,20,"1,2",False,,0.7087912087912088,0.5,0.3939393939393939,0.7366142776709177
M4,q1,logistic,P-390B245CCC,2140,40,"1,2",False,,0.601010101010101,0.5,0.3548387096774194,1.0862615169560115
M4,q1,logistic,P-39DC795FB0,2120,60,"1,2,4",False,,0.5069484558689815,0.3333333333333333,0.29559748427672955,0.8042400531749706
M4,q1,logistic,P-3D44F7B564,2160,20,1,False,,,0.7,0.4117647058823529,0.6788209795116
M4,q1,logistic,P-3FD25AB949,2160,20,"1,2,3",False,,0.8695286195286195,0.3333333333333333,0.23655913978494625,0.8704927579485264
M4,q1,logistic,P-42CD4FF02E,2160,20,"1,2,3",False,,0.6200396825396824,0.3055555555555555,0.23655913978494625,1.0567758760202486
M4,q1,logistic,P-484A6A61BE,2120,60,"1,2,3,4",False,,0.5965851132743784,0.25,0.125,1.7266660566587546
M4,q1,logistic,P-48B7FC4062,2160,20,"1,2,3",False,,0.5903267973856209,0.3333333333333333,0.29411764705882354,0.8748190460080876
M4,q1,logistic,P-4CEF5A2144,2140,40,"1,2",False,,0.8153153153153153,0.5,0.4805194805194805,0.3991564319635928
M4,q1,logistic,P-4D14B12359,2120,60,1,False,,,0.9666666666666667,0.4915254237288136,0.3818026783487815
M4,q1,logistic,P-4D43A127BA,2160,20,"1,2",False,,0.53125,0.5,0.4444444444444444,0.6789549777644501
M4,q1,logistic,P-541A203CCD,2100,80,"1,4",False,,0.5670833333333334,0.5,0.2,2.822415803424712
M4,q1,logistic,P-547A3B4455,2160,20,"2,3",False,,0.40625,0.03125,0.0392156862745098,1.682700883704668
M4,q1,logistic,P-54C61641A8,2140,40,"1,2",False,,0.9574175824175823,0.5,0.3939393939393939,0.6021070705183742
M4,q1,logistic,P-54FD02BC9C,2140,40,"1,2",False,,0.7662337662337662,0.6125541125541125,0.6310935441370225,0.5688503669543861
M4,q1,logistic,P-5E54A83C78,2140,40,"1,2,3,4",False,,0.47147900630872763,0.23529411764705882,0.14285714285714285,2.131529143063626
M4,q1,logistic,P-67DCF8869F,2160,20,"1,2,4",False,,0.6372331154684095,0.3333333333333333,0.29411764705882354,0.7846568792779178
M4,q1,logistic,P-77327DFF2A,2160,20,"1,2,4",False,,0.7055074555074555,0.3333333333333333,0.15384615384615385,1.3341615602062329
M4,q1,logistic,P-7A6E877C97,2140,40,1,False,,,1.0,1.0,0.33521026469602966
M4,q1,logistic,P-7BC40AF359,2160,20,"1,2,4",False,,0.5740740740740741,0.25925925925925924,0.2828282828282828,0.7361475928946999
M4,q1,logistic,P-7E974EA92D,2160,20,"1,2,3",False,,0.5422536771220982,0.3333333333333333,0.23655913978494625,1.0500389083259556
M4,q1,logistic,P-8016036889,2120,60,"1,2,3,4",False,,0.6421647009987576,0.25,0.11038961038961038,1.4610458695575763
M4,q1,logistic,P-80904DAF11,2160,20,"1,2,3",False,,0.6755952380952381,0.3333333333333333,0.2745098039215686,0.8186623829650059
M4,q1,logistic,P-826248DDD8,2140,40,"1,4",False,,0.9615384615384615,0.5,0.4936708860759494,0.36553073961093135
M4,q1,logistic,P-8405CEC183,2160,20,"1,2,3,4",False,,0.47759669059011167,0.25,0.15517241379310345,1.5218198974054913
M4,q1,logistic,P-8EB079D859,2160,20,1,False,,,1.0,1.0,0.40053619770289134
M4,q1,logistic,P-8EB2F3E5EB,2140,40,1,False,,,0.975,0.4936708860759494,0.33578300617166723
M4,q1,logistic,P-90ADD44D40,2160,20,"1,2,3,4",False,,0.5684574310493428,0.20833333333333334,0.10416666666666667,2.3280972630074603
M4,q1,logistic,P-942BF8DF1B,2120,60,"1,2,3,4",False,,0.566216667393191,0.24335106382978725,0.22847985347985347,0.8741465187453822
M4,q1,logistic,P-95F33174C1,2120,60,1,False,,,1.0,1.0,0.3995787039357912
M4,q1,logistic,P-9EF7F8A151,2160,20,"1,2,3,4",False,,0.6423751686909582,0.3051948051948052,0.26136363636363635,1.0509588090679185
M4,q1,logistic,P-AE146C9DF8,2140,40,"1,2,3",False,,0.4807661956099456,0.38095238095238093,0.3838028169014085,0.6109225394924063
M4,q1,logistic,P-AE42FA6330,2160,20,"1,2,3,4",False,,0.7487071751777634,0.25,0.1346153846153846,1.6694227633325809
M4,q1,logistic,P-AF79D1DE3B,2160,20,"1,2,3,4",False,,0.7064502611251837,0.25,0.10416666666666667,1.9953565873807932
M4,q1,logistic,P-B561FC8AA0,2160,20,"1,2",False,,0.8921568627450981,0.5,0.4594594594594595,0.44672470964226596
M4,q1,logistic,P-B687D84AC3,2160,20,1,False,,,1.0,1.0,0.2580791824698163
M4,q1,logistic,P-BAAF612E97,2160,20,"1,2,3",False,,0.7847985347985348,0.3888888888888889,0.3629032258064517,0.8076797770011488
M4,q1,logistic,P-BABD47FD2A,2140,40,"1,2",False,,0.8514285714285714,0.6,0.6396396396396397,0.4135785795418038
M4,q1,logistic,P-BD38D55D80,2120,60,1,False,,,0.9833333333333333,0.4957983193277311,0.34414816626022654
M4,q1,logistic,P-BD4404A67C,2120,60,"1,2,3,4",False,,0.40293041775249044,0.25,0.18085106382978725,1.302387652155885
M4,q1,logistic,P-C27F41C52B,2120,60,"1,2,4",False,,0.700200804180864,0.3333333333333333,0.24113475177304966,0.9842846982753533
M4,q1,logistic,P-C783B3EE0A,2140,40,"1,3",False,,0.9539473684210527,0.5,0.48717948717948717,0.4516939292815909
M4,q1,logistic,P-CB0D54D7B6,2160,20,"1,2,3,4",False,,0.797327264239029,0.25,0.16666666666666666,1.3040623269870415
M4,q1,logistic,P-CE34173F77,2160,20,"1,2,3",False,,0.7283272283272284,0.3076923076923077,0.25806451612903225,0.8315394041990659
M4,q1,logistic,P-D7469723BB,2160,20,"1,2,4",False,,0.7416503267973856,0.3333333333333333,0.25,1.1300680757595913
M4,q1,logistic,P-ECFB6C2EB9,2160,20,"1,2",False,,0.9473684210526316,0.9736842105263157,0.8198198198198199,0.5306982166977694
M4,q1,logistic,P-EDDA35F3C7,2160,20,"1,2,3,4",False,,0.5482397504456329,0.25,0.05,2.696436750498729
M4,q1,logistic,P-EFFF04CC6B,2140,40,"1,2",False,,0.47135416666666663,0.4895833333333333,0.41328731665228646,0.9181033165010053
M4,q1,logistic,P-F3CCAA8842,2120,60,1,False,,,0.9666666666666667,0.4915254237288136,0.46689517483284504
M4,q1,logistic,P-FE9CDC44BE,2140,40,"1,2,3",False,,0.49186056998557,0.3333333333333333,0.09929078014184396,1.3527035967461516
M4,q1,random_forest,P-001F33A876,2120,60,"1,2,3",False,,0.6510077635854009,0.3333333333333333,0.27831715210355984,0.7402138210145444
M4,q1,random_forest,P-07BDD08C0C,2120,60,"1,2,3",False,,0.5313048073325851,0.3333333333333333,0.28205128205128205,0.9412316931828361
M4,q1,random_forest,P-100AE58C58,2160,20,"1,2,3",False,,0.5137418300653595,0.3333333333333333,0.25,1.223754959021913
M4,q1,random_forest,P-11AD0DCE87,2140,40,1,False,,,1.0,1.0,0.3001608925072846
M4,q1,random_forest,P-12AD0E59EB,2160,20,"1,2",False,,0.4473684210526316,0.47368421052631576,0.47368421052631576,0.5485942091491238
M4,q1,random_forest,P-18A2FC7D4E,2120,60,"1,2,3",False,,0.642065083125772,0.3333333333333333,0.2222222222222222,1.0023700558478954
M4,q1,random_forest,P-1A38BC21DA,2120,60,"1,2,3",False,,0.573368149721469,0.3333333333333333,0.26666666666666666,0.9793031921681358
M4,q1,random_forest,P-1A815101A0,2140,40,"1,2,3",False,,0.9040949389991729,0.375,0.3693121693121693,0.56877068182893
M4,q1,random_forest,P-1CA9C1E745,2140,40,1,False,,,1.0,1.0,0.2220934386048196
M4,q1,random_forest,P-244F9886F5,2160,20,"1,2,3",False,,0.41072489601901374,0.3333333333333333,0.15384615384615385,2.1635989143326624
M4,q1,random_forest,P-247758AEAC,2140,40,"1,2",False,,0.7304075235109717,0.5,0.42028985507246375,0.6719599372416822
M4,q1,random_forest,P-326C04EAEB,2160,20,"1,2",False,,0.7197802197802198,0.5,0.3939393939393939,0.7619934888643375
M4,q1,random_forest,P-390B245CCC,2140,40,"1,2",False,,0.5959595959595959,0.5,0.3548387096774194,0.9491556133000859
M4,q1,random_forest,P-39DC795FB0,2120,60,"1,2,4",False,,0.4432171342501963,0.3333333333333333,0.29283489096573206,0.7857018159720137
M4,q1,random_forest,P-3D44F7B564,2160,20,1,False,,,0.95,0.48717948717948717,0.5551435396910953
M4,q1,random_forest,P-3FD25AB949,2160,20,"1,2,3",False,,0.9450757575757575,0.3333333333333333,0.23655913978494625,0.8153629194339433
M4,q1,random_forest,P-42CD4FF02E,2160,20,"1,2,3",False,,0.5744047619047619,0.3333333333333333,0.25,1.0589582295703486
M4,q1,random_forest,P-484A6A61BE,2120,60,"1,2,3,4",False,,0.6559380348737698,0.25,0.125,1.6953221048263287
M4,q1,random_forest,P-48B7FC4062,2160,20,"1,2,3",False,,0.5547494553376906,0.3333333333333333,0.2857142857142857,0.8389791229506226
M4,q1,random_forest,P-4CEF5A2144,2140,40,"1,2",False,,0.7297297297297297,0.5,0.4805194805194805,0.42502997357143213
M4,q1,random_forest,P-4D14B12359,2120,60,1,False,,,1.0,1.0,0.4245599624051133
M4,q1,random_forest,P-4D43A127BA,2160,20,"1,2",False,,0.484375,0.5,0.4444444444444444,0.7313133526586959
M4,q1,random_forest,P-541A203CCD,2100,80,"1,4",False,,0.6316666666666667,0.5,0.2,2.5088718133791064
M4,q1,random_forest,P-547A3B4455,2160,20,"2,3",False,,0.40625,0.0,0.0,1.9626472110425557
M4,q1,random_forest,P-54C61641A8,2140,40,"1,2",False,,0.8598901098901099,0.5,0.3939393939393939,0.6493006119923432
M4,q1,random_forest,P-54FD02BC9C,2140,40,"1,2",False,,0.7402597402597403,0.5,0.4520547945205479,0.5530339216887749
M4,q1,random_forest,P-5E54A83C78,2140,40,"1,2,3,4",False,,0.5528494484612401,0.23529411764705882,0.14285714285714285,1.7337701422673462
M4,q1,random_forest,P-67DCF8869F,2160,20,"1,2,4",False,,0.8593246187363834,0.3333333333333333,0.30303030303030304,0.8779778741000012
M4,q1,random_forest,P-77327DFF2A,2160,20,"1,2,4",False,,0.7472625413801883,0.3333333333333333,0.16,1.418322618690956
M4,q1,random_forest,P-7A6E877C97,2140,40,1,False,,,1.0,1.0,0.27166232799783063
M4,q1,random_forest,P-7BC40AF359,2160,20,"1,2,4",False,,0.6091617933723198,0.3333333333333333,0.3157894736842105,0.6409426335092261
M4,q1,random_forest,P-7E974EA92D,2160,20,"1,2,3",False,,0.6603036948431685,0.3333333333333333,0.23655913978494625,1.027976456007163
M4,q1,random_forest,P-8016036889,2120,60,"1,2,3,4",False,,0.6124623671560162,0.25,0.11038961038961038,1.4916155743446924
M4,q1,random_forest,P-80904DAF11,2160,20,"1,2,3",False,,0.6200396825396826,0.3333333333333333,0.2745098039215686,0.8589339203556097
M4,q1,random_forest,P-826248DDD8,2140,40,"1,4",False,,1.0,0.5,0.4936708860759494,0.35872318564019395
M4,q1,random_forest,P-8405CEC183,2160,20,"1,2,3,4",False,,0.4296875,0.25,0.16071428571428573,1.5261528682702046
M4,q1,random_forest,P-8EB079D859,2160,20,1,False,,,1.0,1.0,0.3684819909132135
M4,q1,random_forest,P-8EB2F3E5EB,2140,40,1,False,,,1.0,1.0,0.3637885877379404
M4,q1,random_forest,P-90ADD44D40,2160,20,"1,2,3,4",False,,0.7056752989657402,0.25,0.11538461538461539,2.4031255541107646
M4,q1,random_forest,P-942BF8DF1B,2120,60,"1,2,3,4",False,,0.6363604672013887,0.24933510638297873,0.2383333333333333,0.8605251051961993
M4,q1,random_forest,P-95F33174C1,2120,60,1,False,,,1.0,1.0,0.3642108171726232
M4,q1,random_forest,P-9EF7F8A151,2160,20,"1,2,3,4",False,,0.6128272312482839,0.25,0.12962962962962962,1.069902878051861
M4,q1,random_forest,P-AE146C9DF8,2140,40,"1,2,3",False,,0.6119982448107448,0.3333333333333333,0.2962962962962963,0.627947801984666
M4,q1,random_forest,P-AE42FA6330,2160,20,"1,2,3,4",False,,0.7789269553975436,0.25,0.12962962962962962,1.6277157124974029
M4,q1,random_forest,P-AF79D1DE3B,2160,20,"1,2,3,4",False,,0.6424936673233886,0.25,0.1,1.7535784799615453
M4,q1,random_forest,P-B561FC8AA0,2160,20,"1,2",False,,0.7745098039215685,0.5,0.4594594594594595,0.45931438517205364
M4,q1,random_forest,P-B687D84AC3,2160,20,1,False,,,1.0,1.0,0.19036032874501935
M4,q1,random_forest,P-BAAF612E97,2160,20,"1,2,3",False,,0.48851294903926484,0.3333333333333333,0.2626262626262626,0.9021070889081736
M4,q1,random_forest,P-BABD47FD2A,2140,40,"1,2",False,,0.7685714285714285,0.5,0.4666666666666667,0.42654823978004375
M4,q1,random_forest,P-BD38D55D80,2120,60,1,False,,,1.0,1.0,0.40262579325448067
M4,q1,random_forest,P-BD4404A67C,2120,60,"1,2,3,4",False,,0.5266270565434689,0.25,0.18085106382978725,1.18068387068608
M4,q1,random_forest,P-C27F41C52B,2120,60,"1,2,4",False,,0.6717717324217823,0.3333333333333333,0.24113475177304966,0.957637450849931
M4,q1,random_forest,P-C783B3EE0A,2140,40,"1,3",False,,0.9342105263157894,0.5,0.48717948717948717,0.40740779332030935
M4,q1,random_forest,P-CB0D54D7B6,2160,20,"1,2,3,4",False,,0.7369334097275273,0.25,0.15517241379310345,1.4256084273954335
M4,q1,random_forest,P-CE34173F77,2160,20,"1,2,3",False,,0.8367232183021657,0.3333333333333333,0.2626262626262626,0.7746943328601248
M4,q1,random_forest,P-D7469723BB,2160,20,"1,2,4",False,,0.7884803921568627,0.3333333333333333,0.25,1.097290092915863
M4,q1,random_forest,P-ECFB6C2EB9,2160,20,"1,2",False,,0.9736842105263158,0.5,0.48717948717948717,0.5128719524169341
M4,q1,random_forest,P-EDDA35F3C7,2160,20,"1,2,3,4",False,,0.5797845179738562,0.25,0.045454545454545456,2.598261860582567
M4,q1,random_forest,P-EFFF04CC6B,2140,40,"1,2",False,,0.5390625,0.5,0.375,0.9049012640162086
M4,q1,random_forest,P-F3CCAA8842,2120,60,1,False,,,1.0,1.0,0.3857272002274655
M4,q1,random_forest,P-FE9CDC44BE,2140,40,"1,2,3",False,,0.5168490363802863,0.34375,0.12165129556433905,1.441113450971887
M4,q2,logistic,P-001F33A876,2120,60,"2,3,4",False,,0.3746552427664375,0.3328834907782276,0.1946824873654142,1.0900448520961246
M4,q2,logistic,P-07BDD08C0C,2120,60,"2,3,4",False,,0.45214254385964914,0.22510822510822512,0.2046861184792219,1.0849822652481849
M4,q2,logistic,P-100AE58C58,2160,20,4,False,,,0.3,0.23076923076923078,0.8390315287478861
M4,q2,logistic,P-11AD0DCE87,2140,40,"2,3",False,,0.6025641025641025,0.4230769230769231,0.3013698630136986,0.7459745275568311
M4,q2,logistic,P-12AD0E59EB,2160,20,4,False,,,0.05,0.047619047619047616,1.2495028545014844
M4,q2,logistic,P-18A2FC7D4E,2120,60,"2,3",False,,0.62375,0.3375,0.15604510883818515,1.4554573378983202
M4,q2,logistic,P-1A38BC21DA,2120,60,"3,4",False,,0.35818181818181816,0.3909090909090909,0.38613111026904134,0.8598431654369975
M4,q2,logistic,P-1A815101A0,2140,40,"3,4",False,,0.5501792114695341,0.5089605734767024,0.29292929292929293,0.8869415299604583
M4,q2,logistic,P-1CA9C1E745,2140,40,"2,3,4",False,,0.6517030423280424,0.3055555555555555,0.2816738816738817,0.9020636774420255
M4,q2,logistic,P-244F9886F5,2160,20,"3,4",False,,0.484375,0.5625,0.29292929292929293,1.017203485571564
M4,q2,logistic,P-247758AEAC,2140,40,"2,3",False,,0.5085714285714286,0.38571428571428573,0.27272727272727276,0.9256510138577395
M4,q2,logistic,P-326C04EAEB,2160,20,"2,3,4",False,,0.712121212121212,0.3636363636363636,0.2530864197530864,0.8790083688695208
M4,q2,logistic,P-390B245CCC,2140,40,"2,3,4",False,,0.6496305025887603,0.4207336523125997,0.41944444444444445,1.0561082603773684
M4,q2,logistic,P-39DC795FB0,2120,60,"1,2,3,4",False,,0.5886141493006672,0.24093406593406594,0.1476957726957727,1.4767739031450804
M4,q2,logistic,P-3D44F7B564,2160,20,"2,3,4",False,,0.4131944444444445,0.2777777777777778,0.1388888888888889,1.2277242271395044
M4,q2,logistic,P-3FD25AB949,2160,20,"2,3,4",False,,0.5434387737019316,0.3636363636363636,0.2530864197530864,0.9343459804921899
M4,q2,logistic,P-42CD4FF02E,2160,20,"2,3,4",False,,0.5433237133237133,0.3333333333333333,0.2857142857142857,1.1166100505838195
M4,q2,logistic,P-484A6A61BE,2120,60,"1,2,3,4",False,,0.4738589106494163,0.29365079365079366,0.18960084033613445,1.615811302035796
M4,q2,logistic,P-48B7FC4062,2160,20,"2,3,4",False,,0.5599582289055973,0.3333333333333333,0.13333333333333333,1.0811488170092214
M4,q2,logistic,P-4CEF5A2144,2140,40,"2,3,4",False,,0.467042735042735,0.32857142857142857,0.2676767676767677,0.9756445169879129
M4,q2,logistic,P-4D14B12359,2120,60,"2,3,4",False,,0.6889880952380952,0.24404761904761904,0.2706270627062706,0.8363044884720015
M4,q2,logistic,P-4D43A127BA,2160,20,"2,3,4",False,,0.6808259714142068,0.3952380952380952,0.35555555555555557,0.9814784549286996
M4,q2,logistic,P-541A203CCD,2100,80,4,False,,,0.0375,0.03614457831325301,0.9689176940169674
M4,q2,logistic,P-547A3B4455,2160,20,3,False,,,0.85,0.4594594594594595,0.7944895472145729
M4,q2,logistic,P-54C61641A8,2140,40,"2,3,4",False,,0.5145310245310245,0.197979797979798,0.19462599854756715,0.9228804646142372
M4,q2,logistic,P-54FD02BC9C,2140,40,"2,3,4",False,,0.8324409508620034,0.4424242424242424,0.37994214079074257,0.8518267711524323
M4,q2,logistic,P-5E54A83C78,2140,40,"1,2,3,4",False,,0.7167610837438424,0.34545454545454546,0.26190476190476186,1.943323347913718
M4,q2,logistic,P-67DCF8869F,2160,20,"2,3",False,,0.7604166666666666,0.25,0.14035087719298245,1.4649573889503649
M4,q2,logistic,P-77327DFF2A,2160,20,"1,2,3,4",False,,0.6210282316367843,0.28125,0.21794871794871795,1.4936711816838768
M4,q2,logistic,P-7A6E877C97,2140,40,"2,3,4",False,,0.6837660010240656,0.4435483870967742,0.31732418524871353,0.9479823801929264
M4,q2,logistic,P-7BC40AF359,2160,20,"1,2,3",False,,0.5426587301587302,0.2777777777777778,0.13333333333333333,2.052344370513359
M4,q2,logistic,P-7E974EA92D,2160,20,"2,3,4",False,,0.2523148148148148,0.2976190476190476,0.280952380952381,0.9850013984523951
M4,q2,logistic,P-8016036889,2120,60,"1,2,3",False,,0.5526875800515648,0.24,0.12162162162162163,1.690298699049528
M4,q2,logistic,P-80904DAF11,2160,20,"2,3,4",False,,0.8202698252040358,0.5357142857142857,0.5108695652173912,0.8173638405167933
M4,q2,logistic,P-826248DDD8,2140,40,"3,4",False,,0.5877742946708464,0.4608150470219436,0.28388746803069054,0.8666786538490727
M4,q2,logistic,P-8405CEC183,2160,20,3,False,,,0.75,0.42857142857142855,0.7562427921887045
M4,q2,logistic,P-8EB079D859,2160,20,"3,4",False,,0.6764705882352942,0.5882352941176471,0.3,0.9522505143512294
M4,q2,logistic,P-8EB2F3E5EB,2140,40,"2,3",False,,0.7916666666666667,0.375,0.26865671641791045,0.8398312234315964
M4,q2,logistic,P-90ADD44D40,2160,20,"1,2,3,4",False,,0.517703081232493,0.25,0.14,2.1225751949005884
M4,q2,logistic,P-942BF8DF1B,2120,60,"1,3,4",False,,0.5530082300822712,0.29782790309106094,0.17622116689280867,1.1163290600162419
M4,q2,logistic,P-95F33174C1,2120,60,"3,4",False,,0.57119021134594,0.5661846496106786,0.5661846496106786,0.8207094261336497
M4,q2,logistic,P-9EF7F8A151,2160,20,"3,4",False,,0.15789473684210528,0.05263157894736842,0.09090909090909091,1.033789280477237
M4,q2,logistic,P-AE146C9DF8,2140,40,4,False,,,0.1,0.09090909090909091,0.9218832285179184
M4,q2,logistic,P-AE42FA6330,2160,20,"2,3,4",False,,0.4510254000385579,0.19047619047619047,0.12121212121212122,1.6258540296793913
M4,q2,logistic,P-AF79D1DE3B,2160,20,"2,3,4",False,,0.28428978428978424,0.22077922077922077,0.1603864734299517,1.0977875715709045
M4,q2,logistic,P-B561FC8AA0,2160,20,"3,4",False,,0.7083333333333334,0.5555555555555556,0.2,1.0388661715672791
M4,q2,logistic,P-B687D84AC3,2160,20,"3,4",False,,0.625,0.6547619047619048,0.6266666666666667,0.7681881919567846
M4,q2,logistic,P-BAAF612E97,2160,20,"2,3",False,,0.640625,0.3333333333333333,0.19047619047619047,1.2631191728667464
M4,q2,logistic,P-BABD47FD2A,2140,40,"2,3,4",False,,0.5500100724479694,0.36309523809523814,0.30718954248366015,1.178567048978162
M4,q2,logistic,P-BD38D55D80,2120,60,"2,3,4",False,,0.5555560779090191,0.3058823529411765,0.1826877092300335,1.1019174210798772
M4,q2,logistic,P-BD4404A67C,2120,60,"1,2,3,4",False,,0.7351754425777074,0.34770114942528735,0.3195071155848664,1.0341769296190548
M4,q2,logistic,P-C27F41C52B,2120,60,"3,4",False,,0.5686777920410783,0.6026957637997432,0.6011396011396011,0.8171040850301657
M4,q2,logistic,P-C783B3EE0A,2140,40,4,False,,,0.05,0.047619047619047616,1.0808688873008725
M4,q2,logistic,P-CB0D54D7B6,2160,20,"2,3,4",False,,0.7528903065745172,0.46296296296296297,0.4541062801932367,0.8871618168989454
M4,q2,logistic,P-CE34173F77,2160,20,"3,4",False,,0.4453125,0.59375,0.3483709273182957,0.9350188348112048
M4,q2,logistic,P-D7469723BB,2160,20,"2,3,4",False,,0.8218921672869041,0.6363636363636364,0.4047619047619048,1.2148302931785149
M4,q2,logistic,P-ECFB6C2EB9,2160,20,"3,4",False,,0.35500000000000004,0.45,0.3732193732193732,0.980203015768406
M4,q2,logistic,P-EDDA35F3C7,2160,20,"1,2,3",False,,0.5680033416875522,0.19999999999999998,0.06818181818181818,1.7894572972668357
M4,q2,logistic,P-EFFF04CC6B,2140,40,"3,4",False,,0.43005952380952384,0.4583333333333333,0.45117029862792574,0.8783320165510148
M4,q2,logistic,P-F3CCAA8842,2120,60,"2,3,4",False,,0.6348631812189508,0.4569402228976696,0.23714148748348476,1.1887194912768093
M4,q2,logistic,P-FE9CDC44BE,2140,40,"2,3",False,,0.6621621621621622,0.33783783783783783,0.25641025641025644,0.8561965121194838
M4,q2,random_forest,P-001F33A876,2120,60,"2,3,4",False,,0.39563117645097196,0.3157894736842105,0.15584415584415584,1.2207603900690895
M4,q2,random_forest,P-07BDD08C0C,2120,60,"2,3,4",False,,0.40199686716791977,0.32142857142857145,0.20689655172413793,1.1119158709791062
M4,q2,random_forest,P-100AE58C58,2160,20,4,False,,,0.05,0.047619047619047616,1.2950500177081523
M4,q2,random_forest,P-11AD0DCE87,2140,40,"2,3",False,,0.9487179487179487,0.5,0.4936708860759494,0.5935265239159917
M4,q2,random_forest,P-12AD0E59EB,2160,20,4,False,,,0.0,0.0,1.3886236238155587
M4,q2,random_forest,P-18A2FC7D4E,2120,60,"2,3",False,,0.5575,0.5,0.25,1.4627110128857654
M4,q2,random_forest,P-1A38BC21DA,2120,60,"3,4",False,,0.4509090909090909,0.4363636363636364,0.42708333333333337,0.8819827700031051
M4,q2,random_forest,P-1A815101A0,2140,40,"3,4",False,,0.4050179211469534,0.492831541218638,0.2634920634920635,1.0716936164100481
M4,q2,random_forest,P-1CA9C1E745,2140,40,"2,3,4",False,,0.5813905423280423,0.3333333333333333,0.2848816029143898,0.9164524215900822
M4,q2,random_forest,P-244F9886F5,2160,20,"3,4",False,,0.3515625,0.5,0.16666666666666666,1.1626140005601548
M4,q2,random_forest,P-247758AEAC,2140,40,"2,3",False,,0.54,0.4142857142857143,0.2801932367149758,0.810684890579908
M4,q2,random_forest,P-326C04EAEB,2160,20,"2,3,4",False,,0.679663964203438,0.3636363636363636,0.2530864197530864,0.8754241625817702
M4,q2,random_forest,P-390B245CCC,2140,40,"2,3,4",False,,0.7220307822848658,0.3333333333333333,0.21468926553672316,1.03505150428327
M4,q2,random_forest,P-39DC795FB0,2120,60,"1,2,3,4",False,,0.5266776141085387,0.23601398601398602,0.19476232394366197,1.2892490911274874
M4,q2,random_forest,P-3D44F7B564,2160,20,"2,3,4",False,,0.4459325396825397,0.3333333333333333,0.15384615384615385,1.2965406289873194
M4,q2,random_forest,P-3FD25AB949,2160,20,"2,3,4",False,,0.6534201665780613,0.393939393939394,0.3076923076923077,0.9860899233425122
M4,q2,random_forest,P-42CD4FF02E,2160,20,"2,3,4",False,,0.46741221741221745,0.3333333333333333,0.20689655172413793,1.1184324187372843
M4,q2,random_forest,P-484A6A61BE,2120,60,"1,2,3,4",False,,0.4886783514234494,0.2738095238095238,0.18928571428571428,1.6807280745389848
M4,q2,random_forest,P-48B7FC4062,2160,20,"2,3,4",False,,0.4446282372598162,0.3333333333333333,0.13333333333333333,1.2022755786998691
M4,q2,random_forest,P-4CEF5A2144,2140,40,"2,3,4",False,,0.628893772893773,0.3333333333333333,0.1728395061728395,1.091256141457538
M4,q2,random_forest,P-4D14B12359,2120,60,"2,3,4",False,,0.6712335796387521,0.3273809523809524,0.31884057971014496,0.7307135521350154
M4,q2,random_forest,P-4D43A127BA,2160,20,"2,3,4",False,,0.49057817998994474,0.3333333333333333,0.2222222222222222,1.0290625870722168
M4,q2,random_forest,P-541A203CCD,2100,80,4,False,,,0.0375,0.03614457831325301,1.2137814757741032
M4,q2,random_forest,P-547A3B4455,2160,20,3,False,,,1.0,1.0,0.5649579577823739
M4,q2,random_forest,P-54C61641A8,2140,40,"2,3,4",False,,0.5850117718538771,0.3898989898989899,0.38809523809523805,0.7844974529033533
M4,q2,random_forest,P-54FD02BC9C,2140,40,"2,3,4",False,,0.7501936659831396,0.3333333333333333,0.3013698630136986,0.6657137142104445
