session_id,block_num,binocular_raw_median,bbox_scale_px,outer_eye_px,inner_canthus_px,rotation_mag,translation_mag
sub-034,2,31.73450526190361,283.6146789550781,111.41655690425476,45.46553405719988,0.14098001243805305,5.134568518377834
sub-035,1,36.15695258406036,278.1229248046875,113.67310385733492,47.33092130654702,0.08577519354330052,4.874589063701662
sub-035,2,35.774477979120135,295.796630859375,120.13402624991673,51.187312982467716,0.10643392692824737,4.831243755962925
sub-036,1,,347.18133544921875,134.52018508759986,54.91726480768065,0.17790505543465723,5.169105972123435
sub-036,2,46.18715291481424,293.03712158203126,112.30313233916294,44.98475518526407,0.0920307280079032,5.154354996702527
sub-037,1,43.40139768546597,338.73341674804686,129.28353165570996,51.27626703915746,0.28757173333364294,5.13883723095647
sub-037,2,40.01304359731784,337.2584289550781,129.35493929733528,51.25309069853703,0.3056746760031653,5.1623774965450915
sub-038,1,28.65496767834238,271.65997924804685,120.61677896129234,52.20469836009984,0.06936602149706828,4.5389832137444674
sub-038,2,30.20433244584737,285.4588348388672,120.2534290713779,53.594472735014,0.0967875562344209,4.603771592233288
sub-039,1,31.234866787853782,283.9615173339844,111.2853974953155,44.08313701928266,0.12125810207501299,4.788340177863063
sub-039,2,31.170442789534647,277.9141845703125,111.6629220986836,44.512527761696155,0.143339990145181,4.720784458218085
sub-040,1,36.18086119184363,320.68297119140624,114.80493574707378,48.71726589775327,0.08500810175041087,5.091151665822944
sub-040,2,37.52789847255033,316.9156219482422,113.98548543682278,48.48465820849154,0.05402400216595592,5.0788726156503206
sub-041,1,38.63194821541781,281.5537628173828,112.1897771717872,46.67789636081332,0.13228804082539286,4.827410899087777
sub-041,2,40.46087030866612,289.3860443115234,110.88016307343023,46.14562491839328,0.11664935903551474,4.784517917268049
sub-042,1,32.52947941732484,254.3367919921875,113.79142153806373,49.20775377998765,0.033607914930804124,4.718513268635127
sub-042,2,32.712657476319954,248.06618041992186,109.99987053265923,47.81039583437767,0.01896026222465697,4.702253708264855
sub-043,1,39.53375585615948,282.8577575683594,113.34652188310224,48.66538526657499,0.10985518929919873,4.9455424016616325
sub-043,2,38.34525220925239,309.9657531738281,122.62237062198281,52.63652466814415,0.0701515994197789,5.092937357128142
sub-044,1,48.75657777474207,296.9959350585937,118.09369289443453,49.99318328602059,0.11637495233564446,4.775163840586498
sub-044,2,45.59784677373045,296.0849853515625,116.88171954836511,48.85400779957615,0.09967188906376628,4.794069755463558
sub-045,1,30.267485207421075,267.1471252441406,110.13926398389643,45.751422642816834,0.10468543055293424,4.494069151293232
sub-045,2,30.11161281209696,270.3501342773437,112.9660728834329,47.04449507928761,0.08720178890438593,4.427037560547831
sub-046,1,37.99785916125601,269.57611999511715,101.61951020662616,43.79704535731328,0.1469653644293012,5.078632472631118
sub-046,2,36.50042476082103,276.75234374999997,105.17969828044004,45.0259546639981,0.12746072283765297,5.044870409268959
sub-047,1,40.22988952440237,287.0459838867188,116.32505315123473,49.01967730789093,0.11930473397877776,4.868431336792749
sub-047,2,33.717803398815775,282.608935546875,115.14785405197999,48.667019956436725,0.11899716706388731,4.853124506933772
sub-048,1,35.080802113560715,275.1615051269531,105.69362386769302,43.65803555106058,0.04254333801342146,4.741926050352359
sub-048,2,32.832082767783625,274.2378295898437,104.38154670327167,43.714729926987836,0.04557181275292469,4.78917599194801
sub-049,1,42.91008059567986,264.6560119628906,110.5479704345619,46.590427893811444,0.134835899949107,4.6774639954127375
sub-049,2,41.28888314848558,270.22011108398436,111.89498000155547,46.859992425421964,0.12615657367438587,4.722887104187224
sub-050,1,34.45579083692873,315.76121520996094,124.01205105120866,53.390914027926726,0.04670557653660212,4.869602271886
sub-050,2,41.57573315646691,319.3147338867187,123.90289284758668,53.86648791698194,0.06404377473003373,4.916089534363279
sub-051,1,48.75625682386661,271.89691772460935,114.95023783509947,47.83201659917093,0.053888238340463746,4.594253298173669
sub-051,2,48.0866913295349,282.22565917968745,114.9070176223654,48.25091474740448,0.05273092116324499,4.784287038259948
sub-052,1,40.81243232792045,346.21417236328125,132.301813069837,52.53298406433933,0.16702868925117229,4.966764130209437
sub-052,2,42.03542229908181,326.3963928222656,125.7584274708674,49.84461795713465,0.14169883006817452,4.946824950502899
sub-053,1,38.31792269067495,276.4243469238281,111.84094926107551,48.004796381845324,0.06660736707594145,4.742770244751018
sub-053,2,37.941635730701336,262.04448852539065,109.73907277572178,47.04542342135157,0.1708510179243803,4.714429647789341
sub-054,1,39.61570458220636,267.5245422363281,112.43182729550966,49.20342004750839,0.11666150135354458,4.746850317344566
sub-054,2,39.07028383935053,264.9112243652344,111.5166692119855,48.74540156266492,0.12456041648377614,4.724664620938145
sub-055,1,28.714587979705783,290.41539916992184,119.41781974245188,49.944752131708825,0.12101179140502119,4.98772862094934
sub-055,2,25.68126195550712,314.4390563964844,129.57985033865793,53.97905721213122,0.17111906268555477,4.999080308354842
sub-061,1,40.40380670902033,251.1875427246094,104.65285686900577,43.30631546785199,0.18700709673980165,4.627427038232465
sub-061,2,40.01815789453081,245.959716796875,102.47529239461709,42.78993480566241,0.17771528081834392,4.652777407228322
sub-137,1,35.48335437028776,268.57582397460936,116.35333417430063,50.470511819379155,0.12624121820464035,4.694804884493745
sub-137,2,36.16170343481512,260.47501831054683,115.33222294139372,49.53226588218282,0.17896475356247896,4.629199732300098
sub-141,1,35.92205718473684,255.9877990722656,102.08504778184731,43.71556329817792,0.07743028520239026,4.840660876629245
sub-141,2,36.42302380482477,258.39869384765626,103.18147294748117,43.88443851131238,0.08168015564143849,4.8730334666226325
sub-144,1,21.439291856120214,337.6125549316406,131.8387531823063,56.75803996842597,0.11720264923974365,5.033692427002182
